Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,HORTICULTURE,Fruits,Mango,Seeds and Planting Material,Asked about pruning of mango,"Mango crop is having compact branching, by thinning the branches encourages the movement of sunlight and aeration there by encourages by the fruit set and improves the quality of fruits.When mango plants are 5 - 6 years of age, 1 or 2 central branches of mango plant can be thinned out which encourage the sunlight. Other branches can be thinned out subsequently.Smearing of fungicide and insecticide is essential.June - July is suitable time for pruning mango after harvesting the mango crodiv.",KARNATAKA,BELGAUM,ATHNI,54:17.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi  taluk,Thunderstorms developing in the afternoon. High 34ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,CHIKODI,59:31.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk BYLAHONGAL,Thunderstorms. High 33ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 1,KARNATAKA,BELGAUM,BYLAHONGAL,21:59.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk,Thunderstorms. High 35ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain 80%.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline numb,KARNATAKA,BELGAUM,ATHNI,26:55.2
,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,Asked about  Sowing season in redgram,suggested to sow in May-June,KARNATAKA,BELGAUM,ATHNI,28:17.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk  HUKERI,Thunderstorms. High 34ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 100%.please contact weather helplines. Varunamitra: 0806773,KARNATAKA,BELGAUM,HUKERI,49:14.1
,HORTICULTURE,Fruits,Grape,Nutrient Management,Asked about Nutrient management in grapes,suggested to give 10:26:26 fertilizer 30-40 kg per acre of land,KARNATAKA,BELGAUM,ATHNI,52:26.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation is 10% and temperature is 36ï¿½ï¿½C , Sunny and partly cloudy weather and there is no chances of occurrence of rain for the next 5 days. Please contact varuna mitra for further information: 08022211118, 1800220161,08022235675, 9243345",KARNATAKA,BELGAUM,ATHNI,56:31.8
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,Thunderstorms. High 36ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,00:51.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of raybag Taluk,Thunderstorms. High 34ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAYBAG,15:04.1
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Asked about Plant Protection in   BHENDI CROP,Recommended to spray Copper Oxy Chloride @ 3 gms/lt.water.,KARNATAKA,BELGAUM,KHANAPUR,32:43.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk ATHANI,Thunderstorms. High 36ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,33:41.7
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk  Hukeri,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 1,KARNATAKA,BELGAUM,HUKERI,34:09.9
,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Asked about Disease management IN BRINJAL CONTROL OF SCLEROTIUM ROT,RECOMMENDED TO  Drench the base of the seedlings with 3.0 g. Metalaxyl- MZ 72 PER LITER OF WATER.,KARNATAKA,BELGAUM,KHANAPUR,34:59.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Athani, Karnataka 10 Day Weather14:03 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTODAY8 JUNT-Storms28ï¿½ï¿½25ï¿½ï¿½90%WNW 11 km/h70%SUN9 JUNT-Storms34ï¿½ï¿½25ï¿½ï¿½80%W 16 km/h65%MON10 JUNPM T-Storms35ï¿½ï¿½25ï¿½ï¿½60%SW 18 km/h63%TUE11 JUNPM T-Storms32ï¿½ï¿½25ï¿½ï¿½40%SSW 23 km/h66%WED12 JUNPM T-Storms31ï¿½ï¿½24ï¿½ï¿½50%SSW 29 km/h71%THU13 JUNAM",KARNATAKA,BELGAUM,ATHNI,05:46.9
,AGRICULTURE,Others,Others,Weather,"Asked about weather report of Taluk  Belgaum, Karnataka 10 Day Weather","Partly cloudy with thunderstorms,precipitation 80% there is a chance of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999",KARNATAKA,BELGAUM,CHIKODI,49:48.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Gokak, Karnataka 10 Day Weather15:48 IST15:48 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT8 JUNT-Storms--25ï¿½ï¿½90%WSW 14 km/h78%SUN9 JUNPM T-Storms34ï¿½ï¿½25ï¿½ï¿½90%WSW 15 km/h66%MON10 JUNPM T-Storms35ï¿½ï¿½25ï¿½ï¿½60%SSW 19 km/h64%TUE11 JUNPM T-Storms31ï¿½ï¿½25ï¿½ï¿½60%SSW 24 km/h69%WED12 JUNT-Storms30ï¿½ï¿½24ï¿½ï¿½80%SSW 29 km/h74%THU13 JUNAM Showers31ï¿½ï¿½24ï¿½ï¿½40%SW 24 km/h72%FRI",KARNATAKA,BELGAUM,GOKAK,54:35.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,26:29.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk helpline,"For accurate weather forecast information,  please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,RAMDURG,32:45.0
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk  ramdurg,Cloudy weather with a percentage of precipitaion with 50% of rain taday. Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½  helpline number,KARNATAKA,BELGAUM,RAMDURG,31:43.8
,HORTICULTURE,Condiments and Spices,Turmeric,"	Plant Protection	",ASKED ABOUT TURMERIC RHIZOMES TREATMENT,"PlantingPrepare the land by ploughing and harrowing and bring it to fine tilth.Apply the entire quantity of farm yard manure at the time of ploughing and mix it well in the soil.Prepare beds of convenient size 30 feet apart.Plant the rhizome at 1.5 feet rows at a distance of 1 feet of apart.Treat the rhizomes with 0.3% Mancozeb or 3 gm Captan, 0.5 gm Streptocycline, 2 ml Chloropyriphos in  1 litre water. Dip the rhizomes 4 to 8 hours before planting.",KARNATAKA,BELGAUM,ATHNI,32:49.4
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,Asked about cultural practices  in  sugarcane,"Varietal Description VarietiesTransplantingDuration(months)Fertilizers (kg. /acre)AreasNPKCo - 62175June - AugOct - Nov12 - 14Cauvery and Vani villas nala1004050Co - 419June - Aug,Oct - Nov,Jan - Feb12 - 16 Co - 7804June - Aug,Oct - Nov,Jan - Feb12 - 14Bhadranala1003030CoC. - 671June - Aug,Oct - Nov,Jan - Feb10 - 11Co - 86032June - Aug,Oct - Nov,Jan - Feb12 - 13  Co - 8371 Aug - Nov,Jan - Feb12 - 13Coastal75 5050  AbimanyaAug - Nov,Jan - Feb12 - 13  VishalJuly - Nov,Jan - Feb12 - 13  Yield of sugarcane planted in different seasons (t. /acre)",KARNATAKA,BELGAUM,ATHNI,35:23.4
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price of garlic,COMMODITY: GarlicMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BENGALURUGarlicAverage1448Quintal480080006400,KARNATAKA,BELGAUM,CHIKODI,37:01.8
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked about Weed management in SUGARCANE,Recommended to  Weed managementSpray the soil with 1 kg Atrazine 50% WP. or 1 kg Diuron 80% or 600 g. Metribuzin 70% WP /acre dissolved in 300 liters of water on 2 - 3 days after planting.Repeat the above spray at 25 days on weeds. These weedicides control wide leaf and cupreous weeds.Maintain fine soil tilth and optimum moisture in the soil at the time of spraying.Give 3 - 4 intercultivation and control the weeds.,KARNATAKA,BELGAUM,ATHNI,38:31.4
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk  chikodi,"Chikodi, Karnataka 10 Day Weather18:23 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT8 JUNT-Storms Early--23ï¿½ï¿½80%WSW 15 km/h84%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5719:0310:3923:47Thunderstorms early. Low 23ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of r",KARNATAKA,BELGAUM,CHIKODI,24:00.7
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk  chikodi,Cloudy weather with a percentage of precipitaion with 80% of rain taday. Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½  helpline number,KARNATAKA,BELGAUM,CHIKODI,29:11.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Thunderstorms early. Low 25ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAYBAG,42:10.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 60% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,09:14.3
,AGRICULTURE,Oilseeds,Soybean (bhat),Cultural Practices,Asked about cultural practices  in  Soyabean,HardeeAll seasons under irrigated conditions and 1stweek of August under rainfed condition100 - 110258 - 10 (I)4 - 6 (R)MAUS - 2 (Pooja)105 - 110258 - 10 (I)4 - 6 (R)KHSB - 2110 - 120258 - 10 (I)4 - 6 (R),KARNATAKA,BELGAUM,ATHNI,16:42.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Thunderstorms early. Low 21ï¿½ï¿½C. Winds SW at 10 to 15 km/h. Chance of rain 80%.WINDSW 10 km/hHUMIDITY93%UV INDEX0 of 10SUN05:5818:50WEATHER ,KARNATAKA,BELGAUM,ATHNI,48:14.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report,M T-Storms33ï¿½ï¿½25ï¿½ï¿½80%WSW 17 km/h65%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5519:0211:37--Thunderstorms developing in the afternoon. High 33ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance ,KARNATAKA,BELGAUM,CHIKODI,47:34.9
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,"Precipitation 20%,There is a chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,CHIKODI,50:17.9
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of Chikodi  taluk,Thunderstorms. High 32ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,CHIKODI,51:32.2
,AGRICULTURE,Oilseeds,Soybean (bhat),Cultural Practices,Asked about cultural practices of soyabean,"Varieties:-KHSB,KB - 79spacing :- 1 ft  x 0.5 ft Seed treatment :- Bavistin @ 25 g/acre Nutrient management:-Apply the entire dose of fertilizers and mix them well in the soil.Irrigated crop: 12: 32: 15 NPK kg/acre.Rainfed crops 10: 25: 10 NPK kg/acre.",KARNATAKA,BELGAUM,HUKERI,24:59.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report,T-Storms33ï¿½ï¿½25ï¿½ï¿½80%W 17 km/h64%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5519:0211:37--Thunderstorms. High 33ï¿½ï¿½C. Winds W at 15 to 25 km/h. Chance ,KARNATAKA,BELGAUM,ATHNI,28:17.1
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of chikodi taluk,Thunderstorms. High 32ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,CHIKODI,21:35.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Thunderstorms. High 32ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain 90%. ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline numb,KARNATAKA,BELGAUM,HUKERI,37:24.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni Taluk,Thunderstorms developing in the afternoon. High 33ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,32:19.8
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,"Precipitation 20%,There is a chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,ATHNI,34:25.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk,Thunderstorms developing in the afternoon. High 33ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain 60%.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline numb,KARNATAKA,BELGAUM,ATHNI,38:46.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Cloudy weather, No chance of occurrence of rain today. For accurate and more information about weather, please contact Varunamitra helpline 08067735999, 1800220161, 08022211118, 08022235675.",KARNATAKA,BELGAUM,GOKAK,46:29.3
,ANIMAL HUSBANDRY,Animal,Dog,Disease Management,Asked about animal husbandry,Recommended to contact   Further more details please kindly contact Animal husbandry & Veterinary Contact number 1800 425 0012 and 080 23417100,KARNATAKA,BELGAUM,BYLAHONGAL,52:40.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report,PM T-Storms32ï¿½ï¿½24ï¿½ï¿½90%WSW 16 km/h68%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5819:0311:40--Thunderstorms developing in the afternoon. High 32ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance ,KARNATAKA,BELGAUM,HUKERI,10:42.2
,AGRICULTURE,Millets,Maize (Makka),Market Information,Asked about Market Price for  maize,BADAMI        06/06/2019Hybrid/Local72202020202020BAGALKOT08/06/2019Hybrid/Local7220022002200,KARNATAKA,BELGAUM,RAMDURG,59:29.4
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,"Partly Cloudy,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,RAMDURG,14:02.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi,Thunderstorms. High 31ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 100%. Rainfall around 25,KARNATAKA,BELGAUM,CHIKODI,24:07.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athani  taluk,Thunderstorms. High 34ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain 90%For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline numb,KARNATAKA,BELGAUM,ATHNI,38:19.2
,AGRICULTURE,Millets,Maize (Makka),Seeds,Asked about varieties in maize,"suggested to varities like HEMA ,NITYASHREE",KARNATAKA,BELGAUM,ATHNI,45:33.5
,AGRICULTURE,Others,Others,Training and Exposure Visits,Asked about General information  ABOUT SUBCIDIES FOR TRACTOR,SUGGESTED TO CONTACT RSK OR KVK DA Athani ADA7259004346   AO (TO)7259004347,KARNATAKA,BELGAUM,ATHNI,47:23.1
,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Asked about Plant Protection in    tomato,Recommended to spray  - imidachlopride 0.5ml/liter of water,KARNATAKA,BELGAUM,GOKAK,31:20.6
,HORTICULTURE,Vegetables,Ridge Gourd,"	Plant Protection	",Asked about Plant Protection in ridge gourd,Recommended to spray  Imidacloprid 17.8 SL.- 0.5 ml per lit. water and also suggested to spray vegetable special 5 gram in one liter of watet,KARNATAKA,BELGAUM,RAYBAG,13:04.9
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,20:02.1
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,26:12.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of belagavi   taluk,Thunderstorms. High 28ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,BELGAUM,49:20.6
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,50:02.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Kudligi, Karnataka 10 Day Weather14:31 IST14:31 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTODAY9 JUNT-Storms36ï¿½ï¿½24ï¿½ï¿½80%WSW 14 km/h68%UV INDEXSUNRISESUNSETMOONRISEMOONSET8 of 1005:5318:5311:34--Thunderstorms. High 36ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance ",KARNATAKA,BELGAUM,BYLAHONGAL,02:09.7
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price for,Krishi Marata vahini  Number1800 425 1552,KARNATAKA,BELGAUM,BYLAHONGAL,02:32.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 60% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,02:56.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,04:45.8
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk  ATHNI,Cloudy weather with a percentage of precipitaion with 80% of rain taday. Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½  helpline number,KARNATAKA,BELGAUM,ATHNI,52:28.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,KHANAPUR,53:25.9
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk,Cloudy weather with a percentage of precipitaion with 80% of rain taday. Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½  helpline number,KARNATAKA,BELGAUM,ATHNI,06:05.0
,HORTICULTURE,Condiments and Spices,Ginger,Cultural Practices,Asked about  Sowing season in ginger,"PlantingPrepare the land by ploughing and harrowing.Apply the entire dose of farm yard manure or compost before ploughing. Prepare raised beds of 9 to 15 feet length, 3 feet width.Plant the rhizome (15 - 20 gm weight) at 1 feet spacing in the beds.Treat the rhizomes 2 gm bleaching powder, 1 gm Metalaxyl MZ- 72, 1 gm Streptocycline and 2 ml Endosulfyl mixed in 1 ltr of water. Treat the rhizomes 30 minutes and dry in shade.This will prevent rhizome rot and scale insects problems.After the land is ready apply the entire dose of P and 50% K and mix them well. Plant rhizomes in 1 feet rows 12 inch apart. Apply 50% N 40 days after planting and the remaining 50% N and 50% K 60 to 70 days after planting.",KARNATAKA,BELGAUM,BELGAUM,43:19.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk helpline,"For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,58:33.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Thunderstorms early. Low 23ï¿½ï¿½C. Winds S at 10 to 15 km/h. Chance of rain 80%.WINDS 13 km/hHUMIDITY88%UV INDEX0 o,KARNATAKA,BELGAUM,ATHNI,26:23.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Thunderstorms early. Low 25ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain 80%.WINDWSW 20 km/hHUMIDITY79%UV INDEX0 of 10SUN05:5218:58WEATHER ,KARNATAKA,BELGAUM,ATHNI,14:59.5
,HORTICULTURE,Vegetables,Chillies,Nutrient Management,CALL DISCONNECTED,CALL DISCONNECTED,KARNATAKA,BELGAUM,KHANAPUR,26:21.0
,HORTICULTURE,Vegetables,Chillies,Nutrient Management,ASKED ABOUT MICRO NUTRIENT  MANAGEMENT IN CHILLI,RECOMMENDED TO APPLY vegetable special 4 ml per liter of water.,KARNATAKA,BELGAUM,KHANAPUR,40:59.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,DAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT9 JUNT-Storms Early--21ï¿½ï¿½80%SW 14 km/h88%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5418:5011:34--Thunderstorms early. Low 21ï¿½ï¿½C. Winds SW at 10 to 15 km/h. Chance of r,KARNATAKA,BELGAUM,ATHNI,41:31.0
,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Asked about Plant Protection in    tomato,????? ??????? ???????? ?????? ?? ???????????? ????????????? ?????? ??????????.???? ?????????? ?????? ???????????. ??????????? ??????? ???? ???? ???? ??? ???????????.????? 25 ???? ???????? ?????? ???? ???? ???????? ???? ???????????? ????????? ????????. ????????????? ????? ?????? 35 - 40 ?????????????. ??. 10 ????? ????? ????????? ???? ??????? ??. 4 ????? ???? ????????? ???????????????100 ????. ???????? ???? ?????? ???????.????? ??????? ????????? 1.0 ????? ???????? 40 ???.?? ??????? ?????. ?????? 200 - 250 ????? ??????? ?????? ????????.,KARNATAKA,BELGAUM,CHIKODI,16:06.8
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk  Athini,"Athani, Karnataka 10 Day Weather20:09 IST20:09 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT9 JUNT-Storms Late--25ï¿½ï¿½40%WSW 16 km/h79%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5519:0211:37--Late night thunderstorms. Low 25ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of r",KARNATAKA,BELGAUM,ATHNI,09:57.8
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk CHIKODI,Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,CHIKODI,53:42.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Scattered thunderstorms. Low 24ï¿½ï¿½C. Winds SW at 10 to 15 km/h. Chance of rain 50%.WINDSW 16 km/hHUMIDITY84%UV INDEX0 o,KARNATAKA,BELGAUM,GOKAK,57:34.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is no chance of  rain today.  For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,32:37.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of belgaum taluk.,"Precipitation 50% there is chance of  rain fall today, For  more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,BYLAHONGAL,22:45.0
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,Thunderstorms developing in the afternoon. High 35ï¿½ï¿½C. Winds S at 10 to 15 km/h. Chance of rain 60%.for more information of weather forecast please contact Varuna Mitra - 0806773,KARNATAKA,BELGAUM,HUKERI,08:47.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Partly Cloudy34ï¿½ï¿½23ï¿½ï¿½20%S 20 ,KARNATAKA,BELGAUM,BYLAHONGAL,17:50.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of raybag taluk,Thunderstorms developing in the afternoon. High 35ï¿½ï¿½C. Winds SSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAYBAG,43:14.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of gokak taluk,Thunderstorms developing in the afternoon. High 36ï¿½ï¿½C. Winds S at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,BELGAUM,04:14.2
,HORTICULTURE,Vegetables,Drum Stick,"	Plant Protection	",Hairy caterpillar PEST MANAGEMENT IN DRUMSTICK CROP,Recommended to Spray 2.0 ml.Malathion 50 EC.per lit. water.,KARNATAKA,BELGAUM,RAMDURG,41:58.8
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk,Thunderstorms developing in the afternoon. High 36ï¿½ï¿½C. Winds SSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,25:22.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of Athni Taluk,Thunderstorms developing in the afternoon. High 36ï¿½ï¿½C. Winds SSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,12:02.7
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,Asked about varieties and yield in cotton.,"Vijathi Shaktiman hybrids D.H.B -105,D. C. H. - 32,Swajathi Shaktiman hybrids N.H.H - 44,D.H.H - 11Yield (q./ac.):-7 - 8 black cotton soils, 5 - 6 sandy loam soils",KARNATAKA,BELGAUM,HUKERI,33:04.6
,HORTICULTURE,Fruits,Banana,Nutrient Management,Asked about Nutrient management in banana.,Farm yard manure/Compost/acre: 16 tons (before planting)Suckers (g. /plant):- N:P:K175105220,KARNATAKA,BELGAUM,HUKERI,34:29.3
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,Asked about varieties of coton,"Varietal DescriptionVarietiesSalient featuresSowingDuration(days)Yield (q./ac.)Vijathi Shaktiman hybrids D.H.B -105Suitable for zone 4 & 7 , tolerant to redning and having lengthy leavesMay-June1807 - 8 black cotton soils, 5 - 6 sandy loam soilsD. C. H. - 32Hybrid variety suitable for zone 4 & 7 and having lengthy leavesMay-June1907 - 8 black cotton soils, 5 - 6 sandy loam soilsVaralakshmiHybrid variety suitable for zone 4 & 7 and having lengthy leavesJune1907 - 8 black cotton soils, 5 - 6 sandy loam soilsSwajathi Shaktiman hybrids N.H.H - 44Suitable for zone 4, re-flowering and budding complianceMay-July1607 - 8 black cotton soils,5 - 6 sandy loam soilsD.H.H - 11Suitable for zone 4 , bigger bolls and well break, high cottonwood utara, re-flower complianceMay-July1607 - 8 black cotton soils, 5 - 6 sandy loam soils",KARNATAKA,BELGAUM,HUKERI,58:54.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athani taluk,Thunderstorms developing in the afternoon. High 35ï¿½ï¿½C. Winds SSW at 10 to 15 km/h. Chance of rain 50%. Please contact varuna mitra for further information: 0806773,KARNATAKA,BELGAUM,ATHNI,14:29.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi  taluk,Partly cloudy weather and there is 80% chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,CHIKODI,10:00.2
